,Epoch,ACC,NMI,ARI,PUR
0,1.0,0.38785714285714284,0.3153080555710078,0.18543148884282928,0.40214285714285714
1,2.0,0.45,0.4113603916531787,0.318843739300862,0.4835714285714286
2,3.0,0.4928571428571429,0.4215899120435541,0.28806286121138674,0.4957142857142857
3,4.0,0.5,0.41902085881748913,0.31615702689675335,0.5078571428571429
4,5.0,0.5185714285714286,0.4719011427660647,0.37476853031812696,0.5542857142857143
5,6.0,0.5228571428571429,0.4517374063825149,0.33844259479279565,0.5635714285714286
6,7.0,0.5857142857142857,0.5021293972531746,0.4263587538006343,0.595
7,8.0,0.5878571428571429,0.5135278533458394,0.42913192041308357,0.5985714285714285
8,9.0,0.6307142857142857,0.5238604557114244,0.4501883202924275,0.6378571428571429
9,10.0,0.6514285714285715,0.542230834855056,0.46162052791998076,0.6514285714285715
10,11.0,0.6664285714285715,0.5535807496907846,0.48094500728927786,0.6664285714285715
11,12.0,0.6542857142857142,0.5376356018515103,0.46144387883902205,0.655
12,13.0,0.635,0.5550309205102089,0.45757930619105686,0.635
13,14.0,0.6364285714285715,0.5507713734011335,0.46689908124621055,0.6428571428571429
14,15.0,0.6307142857142857,0.5507922368764914,0.45848041711124665,0.635
15,16.0,0.6557142857142857,0.5608698737346591,0.47828774842029903,0.6635714285714286
16,17.0,0.6635714285714286,0.5808252199517773,0.4878241182428617,0.6707142857142857
17,18.0,0.6235714285714286,0.5747551378411809,0.46972809756736733,0.6335714285714286
18,19.0,0.5957142857142858,0.5725108756320464,0.47604103197711417,0.605
19,20.0,0.6657142857142857,0.5821834631574863,0.486948733589258,0.6757142857142857
20,21.0,0.6685714285714286,0.5823359134070197,0.4884560363857409,0.6807142857142857
21,22.0,0.6385714285714286,0.5702098175941941,0.4710583112758203,0.6514285714285715
22,23.0,0.635,0.5765239780562694,0.48156465077051114,0.645
23,24.0,0.6628571428571428,0.5820702103475517,0.4969196668328351,0.6742857142857143
24,25.0,0.69,0.5886408980424931,0.5160611838525407,0.6992857142857143
25,26.0,0.6914285714285714,0.6035134371972379,0.5215917660234575,0.7028571428571428
