,Epoch,ACC,NMI,ARI,PUR
0,1.0,0.4,0.31108020387554663,0.20045636908550454,0.4
1,2.0,0.44857142857142857,0.3713058399697536,0.27238773636760744,0.44857142857142857
2,3.0,0.4585714285714286,0.408679230837446,0.3026395811727695,0.465
3,4.0,0.4878571428571429,0.4682626759419375,0.35326380395921037,0.4928571428571429
4,5.0,0.5442857142857143,0.5096196030725517,0.4097757058731025,0.5507142857142857
5,6.0,0.5578571428571428,0.5260090494717873,0.41615558958548493,0.5578571428571428
6,7.0,0.6221428571428571,0.5438335133609473,0.44003694632496154,0.6221428571428571
7,8.0,0.6835714285714286,0.5683874593592281,0.4704327314249213,0.6835714285714286
8,9.0,0.735,0.6022167049356209,0.5296037371036272,0.735
9,10.0,0.7628571428571429,0.6184280191509407,0.5602846628736015,0.7628571428571429
10,11.0,0.76,0.6204792290031532,0.5606840663341922,0.76
11,12.0,0.7721428571428571,0.6264152761032653,0.571940842497501,0.7721428571428571
12,13.0,0.7742857142857142,0.6315068645337444,0.5765761524389759,0.7742857142857142
13,14.0,0.77,0.6287899211673503,0.5761113089988822,0.77
14,15.0,0.7714285714285715,0.631468191825796,0.578108690339869,0.7714285714285715
15,16.0,0.77,0.6306837191748141,0.5724319820095911,0.77
16,17.0,0.78,0.6384261402105781,0.5822849318933533,0.78
17,18.0,0.7757142857142857,0.6366523134481391,0.5823751126816407,0.7757142857142857
18,19.0,0.7878571428571428,0.6508887444471557,0.6030797115905876,0.7878571428571428
19,20.0,0.7892857142857143,0.6549750243350394,0.5994214847441123,0.7892857142857143
20,21.0,0.7871428571428571,0.6531169470493322,0.5964114662218951,0.7871428571428571
21,22.0,0.7971428571428572,0.6620133417238013,0.6155801972108644,0.7971428571428572
22,23.0,0.7971428571428572,0.6547697964707354,0.6114598564239456,0.7971428571428572
23,24.0,0.8014285714285714,0.667953561044837,0.6232883734087389,0.8014285714285714
24,25.0,0.8014285714285714,0.6651019099100939,0.620206528655967,0.8014285714285714
25,26.0,0.8057142857142857,0.6733889291167552,0.6262090249783159,0.8057142857142857
26,27.0,0.8071428571428572,0.6791974994722442,0.6307999967179565,0.8071428571428572
27,28.0,0.8028571428571428,0.6665548482071596,0.6224225334635253,0.8028571428571428
28,29.0,0.8064285714285714,0.6724540174385253,0.6242049710235347,0.8064285714285714
29,30.0,0.8057142857142857,0.6813064432053514,0.6269937735551202,0.8057142857142857
30,31.0,0.81,0.6818355572002603,0.6287553251295523,0.81
31,32.0,0.8092857142857143,0.6815602151133174,0.6321042424752367,0.8092857142857143
32,33.0,0.8128571428571428,0.6859047789600112,0.6365647704563844,0.8128571428571428
33,34.0,0.81,0.6831415452676787,0.6317842747756729,0.81
34,1.0,0.8142857142857143,0.6856085648177414,0.6366523683136928,0.8142857142857143
35,2.0,0.8164285714285714,0.6885596064025831,0.6414068541329031,0.8164285714285714
36,3.0,0.8185714285714286,0.692412841565392,0.6451628026614283,0.8185714285714286
37,4.0,0.8128571428571428,0.6868237503034023,0.6376469644088141,0.8128571428571428
38,5.0,0.8107142857142857,0.6823829666591599,0.6347737752389855,0.8107142857142857
39,6.0,0.8121428571428572,0.6836404173770287,0.6370919544206354,0.8121428571428572
40,7.0,0.8121428571428572,0.6853357321385174,0.6374111476663912,0.8121428571428572
41,8.0,0.8114285714285714,0.6864220263990833,0.63673400083093,0.8114285714285714
42,9.0,0.8078571428571428,0.6820822687944491,0.6312137119696334,0.8078571428571428
43,10.0,0.8085714285714286,0.6831504553660175,0.6316871740122446,0.8085714285714286
44,11.0,0.8128571428571428,0.6870294178330552,0.6376381371500923,0.8128571428571428
45,12.0,0.8114285714285714,0.6874208520183771,0.6347577156109895,0.8114285714285714
46,13.0,0.8135714285714286,0.6900469347530411,0.6361927643846932,0.8135714285714286
47,14.0,0.8085714285714286,0.689378589489758,0.6307117219361802,0.8085714285714286
48,15.0,0.8085714285714286,0.6871127140499053,0.6308313625646582,0.8085714285714286
49,16.0,0.81,0.6893735349474366,0.633566006488659,0.81
50,17.0,0.8085714285714286,0.6894821828851484,0.6327404285718612,0.8085714285714286
51,18.0,0.8092857142857143,0.6874456643573366,0.6334428536193334,0.8092857142857143
52,19.0,0.8092857142857143,0.6872830309809865,0.6334267164051649,0.8092857142857143
53,20.0,0.8107142857142857,0.6881589876468969,0.6357739621899503,0.8107142857142857
54,21.0,0.8142857142857143,0.6909940009919318,0.6410415765604476,0.8142857142857143
55,22.0,0.815,0.6922825142586942,0.6417625156898983,0.815
56,23.0,0.8121428571428572,0.6901527517175728,0.6370255347752675,0.8121428571428572
57,24.0,0.8128571428571428,0.6908435316868998,0.6377247612607266,0.8128571428571428
58,25.0,0.8085714285714286,0.6877174877542707,0.6308018794402913,0.8085714285714286
59,26.0,0.8092857142857143,0.688855304795048,0.631851010576458,0.8092857142857143
60,27.0,0.8107142857142857,0.691318019021895,0.6345895006328632,0.8107142857142857
61,28.0,0.8092857142857143,0.6909080672299871,0.63285806743498,0.8092857142857143
62,29.0,0.81,0.6911584648046333,0.6338398682747086,0.81
63,30.0,0.8114285714285714,0.6922486595446853,0.6360438893089908,0.8114285714285714
64,31.0,0.8107142857142857,0.6916868804570883,0.6350030882330663,0.8107142857142857
65,32.0,0.8114285714285714,0.6920312700321247,0.6362292987906425,0.8114285714285714
66,33.0,0.8121428571428572,0.6908298590299538,0.6365581506512689,0.8121428571428572
67,34.0,0.8135714285714286,0.6914742411133062,0.6388854260793508,0.8135714285714286
68,35.0,0.8121428571428572,0.6905434224819431,0.6365058333945796,0.8121428571428572
69,36.0,0.8121428571428572,0.6908749460694941,0.6365339298937224,0.8121428571428572
70,37.0,0.8114285714285714,0.6903479878409936,0.6354177618621738,0.8114285714285714
71,38.0,0.81,0.689936782468525,0.6331453429329891,0.81
72,39.0,0.8071428571428572,0.6882554773545638,0.6288047332687312,0.8071428571428572
73,40.0,0.8057142857142857,0.6878418910900593,0.6268194719548899,0.8057142857142857
74,41.0,0.8057142857142857,0.6878418910900593,0.6268194719548899,0.8057142857142857
75,42.0,0.8071428571428572,0.6892649444370927,0.6291917547345968,0.8071428571428572
76,43.0,0.8071428571428572,0.6883553181774368,0.6289456931574607,0.8071428571428572
77,44.0,0.8071428571428572,0.68722061760561,0.6287293060490401,0.8071428571428572
78,45.0,0.8057142857142857,0.6862367386904997,0.626603343708946,0.8057142857142857
79,46.0,0.8057142857142857,0.6879788595150134,0.6269128777941801,0.8057142857142857
80,47.0,0.8064285714285714,0.6888224841865547,0.6280068795805134,0.8064285714285714
81,48.0,0.805,0.6875934299397167,0.6257671535033283,0.805
82,49.0,0.8035714285714286,0.6863879366775965,0.6235493851110964,0.8035714285714286
83,50.0,0.8035714285714286,0.6863879366775965,0.6235493851110964,0.8035714285714286
