,Epoch,ACC,NMI,ARI,PUR
0,1.0,0.43357142857142855,0.2761821900510461,0.21253853976949072,0.43357142857142855
1,2.0,0.45357142857142857,0.33871361848867076,0.250974101638634,0.45357142857142857
2,3.0,0.4878571428571429,0.3707484814485866,0.2891025664083407,0.4907142857142857
3,4.0,0.5007142857142857,0.39101855027507476,0.3022483528631349,0.5092857142857142
4,5.0,0.5242857142857142,0.41622331144361246,0.3123004432291532,0.5242857142857142
5,6.0,0.5792857142857143,0.46767842935793824,0.38866180026621916,0.5792857142857143
6,7.0,0.5492857142857143,0.4697715874671503,0.386120879972884,0.5707142857142857
7,8.0,0.5885714285714285,0.47889020874530397,0.40262279834564785,0.5885714285714285
8,9.0,0.585,0.48123386960730663,0.3998878571829664,0.585
9,10.0,0.575,0.46830594305295686,0.3734539262824172,0.575
10,11.0,0.6135714285714285,0.4817057218264638,0.39933947568338285,0.6135714285714285
11,12.0,0.59,0.47437145484082005,0.376081779587891,0.59
12,13.0,0.6035714285714285,0.48028603034387335,0.3902885734783995,0.6035714285714285
13,14.0,0.635,0.5009406905927257,0.4092735276606086,0.635
14,15.0,0.6257142857142857,0.5016252302175591,0.4089419854971632,0.6257142857142857
15,16.0,0.6171428571428571,0.5093491565788743,0.41148813009283375,0.6171428571428571
16,17.0,0.6307142857142857,0.5092322519681671,0.4169459977657946,0.6307142857142857
17,18.0,0.6321428571428571,0.5192595786155213,0.4236712391757816,0.6321428571428571
18,19.0,0.6528571428571428,0.5380653317244143,0.44686247377350297,0.6528571428571428
19,20.0,0.6464285714285715,0.5360878557162216,0.43855049635456506,0.6464285714285715
20,21.0,0.6557142857142857,0.544063763000416,0.4555531714151137,0.6557142857142857
21,22.0,0.6571428571428571,0.5449370454917546,0.4526896533958042,0.6571428571428571
22,23.0,0.6671428571428571,0.5602391080773941,0.4701660548196437,0.6671428571428571
23,24.0,0.6735714285714286,0.5672125301968016,0.47735248480106107,0.6735714285714286
24,25.0,0.6642857142857143,0.5549946912988963,0.4665889397841966,0.6642857142857143
25,26.0,0.6678571428571428,0.5613630424525564,0.46921498634089265,0.6678571428571428
26,27.0,0.6485714285714286,0.5430730803846666,0.45271968979722904,0.6485714285714286
27,28.0,0.6592857142857143,0.5533612936302456,0.45632841932583634,0.6592857142857143
28,29.0,0.6607142857142857,0.5528235535417885,0.45958354611738117,0.6607142857142857
29,30.0,0.6578571428571428,0.5572996290700919,0.4641201566755734,0.6578571428571428
30,31.0,0.6578571428571428,0.5512015187578447,0.46052242671330657,0.6578571428571428
31,32.0,0.6557142857142857,0.5519571375116854,0.45358585068258717,0.6557142857142857
32,33.0,0.6507142857142857,0.5466918758343875,0.45381173061462515,0.6507142857142857
33,34.0,0.6564285714285715,0.5492407253830607,0.4647434365491359,0.6564285714285715
34,35.0,0.6485714285714286,0.5508840813301915,0.45605812747134084,0.6485714285714286
35,36.0,0.6557142857142857,0.5545168673148723,0.46434954267344486,0.6557142857142857
36,37.0,0.6614285714285715,0.5619918175027364,0.4691424642228415,0.6614285714285715
37,38.0,0.6621428571428571,0.5536722890371482,0.4655668969552374,0.6621428571428571
